"CODES","DESCRIPTION","YEAR","UNIT_1_CODES","UNIT_1_DESCRIPTION","UNIT_2_CODES","UNIT_2_DESCRIPTION",
28046900,"Silicon containing by weight£¼99.99% of silicon",2021,09,"Kilogram",?,"?",
28047010,"Yellow phosphorus(white phosphorus)",2021,09,"Kilogram",?,"?",
28047090,"Other phosphorus",2021,09,"Kilogram",?,"?",
28048000,"Arsenic",2021,09,"Kilogram",?,"?",
28049010,"Sn crystals, cylinders/rods, doped for electronics",2021,09,"Kilogram",?,"?",
28049090,"Selenium,nes",2021,09,"Kilogram",?,"?",
28051100,"Sodium",2021,09,"Kilogram",?,"?",
28051200,"Calcium",2021,09,"Kilogram",?,"?",
28051910,"Lithium",2021,09,"Kilogram",?,"?",
28051990,"Alkali metals or alkaline-earth metals,nes",2021,09,"Kilogram",?,"?",
28053011,"Neodymium, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053012,"Dysprosium, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053013,"Terbium,not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053014,"Lanthanum, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053015,"Cerium, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053016,"Praseodymium, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053017,"Yttrium, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053019,"Othr rare-earth metals, scandium, not intermixed or interalloyed",2021,09,"Kilogram",?,"?",
28053021,"Rare-earth metals, scandium&yttrium, battery grade, inter- mixed/alloyed",2021,09,"Kilogram",?,"?",
28053029,"Rare-earth metals, scandium&yttrium, inter- mixed/alloyed, nes",2021,09,"Kilogram",?,"?",
28054000,"Mercury",2021,09,"Kilogram",?,"?",
28061000,"Hydrogen chloride (hydrochloric acid)",2021,09,"Kilogram",?,"?",
28062000,"Chlorosulphuric acid",2021,09,"Kilogram",?,"?",
28070000,"Sulphuric acid; oleum",2021,09,"Kilogram",?,"?",
28080000,"Nitric acid; sulphonitric acids",2021,09,"Kilogram",?,"?",
28091000,"Diphosphorus pentaoxide",2021,09,"Kilogram",?,"?",
28092011,"Phosphoric acid, food grade",2021,09,"Kilogram",?,"?",
28092019,"Other phosphoric, metaphosphoric, and pyrophosphoric acid",2021,09,"Kilogram",?,"?",
28092090,"Polyphosphoric acids",2021,09,"Kilogram",?,"?",
28100010,"Oxides of boron",2021,09,"Kilogram",?,"?",
28100020,"Boric acids",2021,09,"Kilogram",?,"?",
28111110,"Hydrofluoric acid,electronic-grade",2021,09,"Kilogram",?,"?",
28111190,"Other Hydrofluoric acid",2021,09,"Kilogram",?,"?",
28111200,"Hydrocyanic acid",2021,09,"Kilogram",?,"?",
28111920,"Hydrogen selenide",2021,09,"Kilogram",?,"?",
28111990,"Other inorganic acids, nes",2021,09,"Kilogram",?,"?",
28112100,"Carbon dioxide",2021,09,"Kilogram",?,"?",
28112210,"Silica gel",2021,09,"Kilogram",?,"?",
28112290,"Other silicon dioxide",2021,09,"Kilogram",?,"?",
28112900,"Other inorganic oxygen compounds of non-metals, nes",2021,09,"Kilogram",?,"?",
28121100,"Carbonyl dichloride(phosgene)",2021,09,"Kilogram",?,"?",
28121200,"Phosphorus oxychloride",2021,09,"Kilogram",?,"?",
28121300,"Phosphorus trichloride",2021,09,"Kilogram",?,"?",
28121400,"Phosphorus pentachloride",2021,09,"Kilogram",?,"?",
28121500,"Sulfur monochloride",2021,09,"Kilogram",?,"?",
28121600,"Sulfur dichloride",2021,09,"Kilogram",?,"?",
28121700,"Thionyl chloride",2021,09,"Kilogram",?,"?",
28121900,"Other Halides and halide oxides of non-metals",2021,09,"Kilogram",?,"?",
28129011,"Nitrogen trifluoride",2021,09,"Kilogram",?,"?",
28129019,"Other fluoride and oxyfluoride",2021,09,"Kilogram",?,"?",
28129090,"Halides&halide oxides of non-metals, nes",2021,09,"Kilogram",?,"?",
28131000,"Carbon disulphide",2021,09,"Kilogram",?,"?",
28139000,"Sulphides of non-metals nes; commercial phosphorus trisulphide",2021,09,"Kilogram",?,"?",
28141000,"Anhydrous ammonia",2021,09,"Kilogram",?,"?",
28142000,"Ammonia in aqueous solution",2021,09,"Kilogram",?,"?",
28151100,"Sodium hydroxide (caustic soda), solid",2021,09,"Kilogram",?,"?",
28151200,"Sodium hydroxide in aqueous solution",2021,09,"Kilogram",?,"?",
28152000,"Potassium hydroxide (caustic potash)",2021,09,"Kilogram",?,"?",
28153000,"Peroxides of sodium or potassium",2021,09,"Kilogram",?,"?",
28161000,"Hydroxide&peroxide of magnes",2021,09,"Kilogram",?,"?",
28164000,"Oxide, hydroxide&peroxide of strontium/barium",2021,09,"Kilogram",?,"?",
28170010,"Zinc oxide",2021,09,"Kilogram",?,"?",
28170090,"Zinc peroxide",2021,09,"Kilogram",?,"?",
28181010,"Brown fused alumina",2021,09,"Kilogram",?,"?",
28181090,"Other artifical corundum, whether or not chemically defined",2021,09,"Kilogram",?,"?",
28182000,"Aluminium oxide, not artificial corundum",2021,09,"Kilogram",?,"?",
28183000,"Aluminium hydroxide",2021,09,"Kilogram",?,"?",
28191000,"Chromium trioxide",2021,09,"Kilogram",?,"?",
28199000,"Chromium oxides&hydroxides (excl. chromium trioxide)",2021,09,"Kilogram",?,"?",
28201000,"Manganese dioxide",2021,09,"Kilogram",?,"?",
28209000,"Manganese oxides (excl. manganese dioxide)",2021,09,"Kilogram",?,"?",
28211000,"Iron oxides&hydroxides",2021,09,"Kilogram",?,"?",
28212000,"Earth colours, Fe2O3 wt¡Ý70%",2021,09,"Kilogram",?,"?",
28220010,"Cobalt tetroxide",2021,09,"Kilogram",?,"?",
28220090,"Other cobalt oxides and hydroxides, commercial cobalt oxides",2021,09,"Kilogram",?,"?",
28230000,"Titanium oxides",2021,09,"Kilogram",?,"?",
28241000,"Lead monoxide (litharge, massicot)",2021,09,"Kilogram",?,"?",
28249010,"Red lead&orange lead",2021,09,"Kilogram",?,"?",
28249090,"Lead oxides, nes",2021,09,"Kilogram",?,"?",
28251010,"Hydrazine hydrate",2021,09,"Kilogram",?,"?",
28251020,"Hydroxylamine sulfate",2021,09,"Kilogram",?,"?",
28251090,"Hydrazine/hydroxylamine&their inorganc salts, nes",2021,09,"Kilogram",?,"?",
28252010,"Lithium hydroxide",2021,09,"Kilogram",?,"?",
28252090,"Lithium oxide",2021,09,"Kilogram",?,"?",
28253010,"Divanadium pentoxides",2021,09,"Kilogram",?,"?",
28253090,"Vanadium oxides&hydroxides, nes",2021,09,"Kilogram",?,"?",
28254000,"Nickel oxides&hydroxides",2021,09,"Kilogram",?,"?",
28255000,"Copper oxides&hydroxides",2021,09,"Kilogram",?,"?",
28256000,"Germanium oxides&zirconium dioxides",2021,09,"Kilogram",?,"?",
28257000,"Molybdenum oxides&hydroxides",2021,09,"Kilogram",?,"?",
28258000,"Antimony oxides",2021,09,"Kilogram",?,"?",
28259011,"Tungstic acid",2021,09,"Kilogram",?,"?",
28259012,"Tungsten trioxides",2021,09,"Kilogram",?,"?",
28259019,"Other tungsten oxides&hydroxides, nes",2021,09,"Kilogram",?,"?",
28259021,"Bismuth trioxide",2021,09,"Kilogram",?,"?",
28259029,"Other Bismuth oxides and hydroxides",2021,09,"Kilogram",?,"?",
28259031,"Tin dioxide",2021,09,"Kilogram",?,"?",
28259039,"Other tin oxides and hydroxides",2021,09,"Kilogram",?,"?",
28259041,"Niobium monoxide",2021,09,"Kilogram",?,"?",
28259049,"Other Niobium oxides and hydroxides",2021,09,"Kilogram",?,"?",
28259090,"Othr inorg bases, metal oxides, hydroxides or peroxides, nes",2021,09,"Kilogram",?,"?",
28261210,"Aluminium fluoride(anhydrous)",2021,09,"Kilogram",?,"?",
28261290,"Other aluminium fluoride",2021,09,"Kilogram",?,"?",
28261910,"Fluorides of ammonium",2021,09,"Kilogram",?,"?",
28261920,"Fluorides of sodium",2021,09,"Kilogram",?,"?",
28261990,"Fluorides, nes",2021,09,"Kilogram",?,"?",
28263000,"Sodium hexafloroaluminate (synthetic cryolite)",2021,09,"Kilogram",?,"?",
28269010,"Fluorosilicates",2021,09,"Kilogram",?,"?",
28269020,"Lithium hexafluorophosphate",2021,09,"Kilogram",?,"?",
28269090,"Fluoroaluminates and other complex fluorine salts, nes",2021,09,"Kilogram",?,"?",
28271010,"Ammonium chloride, used as fertilizer",2021,09,"Kilogram",?,"?",
28271090,"Ammonium chloride other than as fertilizer",2021,09,"Kilogram",?,"?",
28272000,"Calcium chloride",2021,09,"Kilogram",?,"?",
28273100,"Magnesium chloride",2021,09,"Kilogram",?,"?",
28273200,"Aluminium chloride",2021,09,"Kilogram",?,"?",
28273500,"Nickel chloride",2021,09,"Kilogram",?,"?",
28273910,"Lithium chloride",2021,09,"Kilogram",?,"?",
28273920,"Barium chleride",2021,09,"Kilogram",?,"?",
28273930,"Cobalt chloride",2021,09,"Kilogram",?,"?",
28273990,"Chlorides, nes",2021,09,"Kilogram",?,"?",
28274100,"Chloride oxides&chloride hydroxides of copper",2021,09,"Kilogram",?,"?",
28274910,"Other chloride oxides&chloride hydroxides",2021,09,"Kilogram",?,"?",
28274990,"Chloride oxides&chloride hydroxides of zirconium",2021,09,"Kilogram",?,"?",
28275100,"Bromides of sodium or of potassium",2021,09,"Kilogram",?,"?",
28275900,"Bromides&bromide oxides (excl. of sodium/potassium)",2021,09,"Kilogram",?,"?",
28276000,"Iodides&iodide oxides",2021,09,"Kilogram",?,"?",
28281000,"Commercial calcium hypochlorite&other calcium hypochlorites",2021,09,"Kilogram",?,"?",
28289000,"Hypochlorites (excl. of calcium)&chlorites; hypobromites",2021,09,"Kilogram",?,"?",
28291100,"Chlorates of sodium",2021,09,"Kilogram",?,"?",
28291910,"Potassium chlorates",2021,09,"Kilogram",?,"?",
28291990,"Chlorates other than of sodium or potassium",2021,09,"Kilogram",?,"?",
28299000,"Perchlorates; bromates&perbromates; iodates&periodates",2021,09,"Kilogram",?,"?",
28301010,"Sodium sulphide",2021,09,"Kilogram",?,"?",
28301090,"Other sodium sulphides, nes",2021,09,"Kilogram",?,"?",
28309020,"Antimony sulphide",2021,09,"Kilogram",?,"?",
28309030,"Cobalt sulphide",2021,09,"Kilogram",?,"?",
28309090,"Other sulphides&polysulphides, nes",2021,09,"Kilogram",?,"?",
28311010,"Dithionites of sodium",2021,09,"Kilogram",?,"?",
28311020,"Sulphoxylates of sodium",2021,09,"Kilogram",?,"?",
28319000,"Dithionites&sulphoxylates (excl. of sodium)",2021,09,"Kilogram",?,"?",
28321000,"Sodium sulphites",2021,09,"Kilogram",?,"?",
28322000,"Sulphites (excl. sodium)",2021,09,"Kilogram",?,"?",
28323000,"Thiosulphates",2021,09,"Kilogram",?,"?",
28331100,"Disodium sulphate",2021,09,"Kilogram",?,"?",
28331900,"Sodium sulphates (excl. disodium sulphate)",2021,09,"Kilogram",?,"?",
28332100,"Sulphates of magnesium",2021,09,"Kilogram",?,"?",
28332200,"Sulphates of aluminium",2021,09,"Kilogram",?,"?",
28332400,"Sulphates of nickel",2021,09,"Kilogram",?,"?",
28332500,"Sulphates of copper",2021,09,"Kilogram",?,"?",
28332700,"Sulphates of barium",2021,09,"Kilogram",?,"?",
28332910,"Ferrous sulphate",2021,09,"Kilogram",?,"?",
28332920,"Chromium sulphates",2021,09,"Kilogram",?,"?",
28332930,"Zine sulphates",2021,09,"Kilogram",?,"?",
28332990,"Other sulphates, nes",2021,09,"Kilogram",?,"?",
28333010,"Potassinum aluminum sulphate",2021,09,"Kilogram",?,"?",
28333090,"Other alums, nes",2021,09,"Kilogram",?,"?",
28334000,"Peroxosulphates (persulphates)",2021,09,"Kilogram",?,"?",
28341000,"Nitrites",2021,09,"Kilogram",?,"?",
28342110,"Nitrates of potassium, used as fertilizer",2021,09,"Kilogram",?,"?",
28342190,"Nitrates of potassium, not as fertilizer",2021,09,"Kilogram",?,"?",
28342910,"Nitrates of cobalt",2021,09,"Kilogram",?,"?",
28342990,"Other nitrates, nes",2021,09,"Kilogram",?,"?",
28351000,"Phosphinates&phosphonates",2021,09,"Kilogram",?,"?",
28352200,"Phosphates of mono or disodium",2021,09,"Kilogram",?,"?",
28352400,"Phosphates of potassium",2021,09,"Kilogram",?,"?",
28352510,"Calcium hydrogenorthophosphate (dicalcium phosphate),food grade",2021,09,"Kilogram",?,"?",
28352520,"Other calcium hydrogenorthophosphate (dicalcium phosphate)",2021,09,"Kilogram",?,"?",
28352590,"Calcium hydrogenorthophosphate (dicalcium phosphate),animal food grade",2021,09,"Kilogram",?,"?",
28352600,"Phosphates of calcium, nes",2021,09,"Kilogram",?,"?",
28352910,"Phosphates of trisodium",2021,09,"Kilogram",?,"?",
28352990,"Phosphates, nes",2021,09,"Kilogram",?,"?",
28353110,"Sodium triphosphate (sodium tripolyphosphate),food grade",2021,09,"Kilogram",?,"?",
28353190,"Other sodium triphosphate (sodium tripolyphosphate)",2021,09,"Kilogram",?,"?",
28353911,"Other sodium hexametaphosphate",2021,09,"Kilogram",?,"?",
28353919,"Sodium hexametaphosphate,food grade",2021,09,"Kilogram",?,"?",
28353990,"Other Polyphosphates",2021,09,"Kilogram",?,"?",
28362000,"Disodium carbonate",2021,09,"Kilogram",?,"?",
28363000,"Sodium hydrogencarbonate (sodium bicarbonate)",2021,09,"Kilogram",?,"?",
28364000,"Potassium carbonates",2021,09,"Kilogram",?,"?",
28365000,"Calcium carbonate",2021,09,"Kilogram",?,"?",
28366000,"Barium carbonate",2021,09,"Kilogram",?,"?",
28369100,"Lithium carbonate",2021,09,"Kilogram",?,"?",
28369200,"Strontium carbonate",2021,09,"Kilogram",?,"?",
28369910,"Magnesium carbonate",2021,09,"Kilogram",?,"?",
28369930,"Cobalt carbonate",2021,09,"Kilogram",?,"?",
28369940,"Commercial ammonium carbonate&other ammonium carbonates",2021,09,"Kilogram",?,"?",
28369950,"Zirconium carbonate",2021,09,"Kilogram",?,"?",
28369990,"Other carbonates, nes; peroxocarbonates",2021,09,"Kilogram",?,"?",
28371110,"Sodium cyanide",2021,09,"Kilogram",?,"?",
28371120,"Sodium cyanide oxide",2021,09,"Kilogram",?,"?",
28371910,"Potassium cyanide",2021,09,"Kilogram",?,"?",
28371990,"Other cyanides and cyanide oxides, nes",2021,09,"Kilogram",?,"?",
28372000,"Complex cyanides",2021,09,"Kilogram",?,"?",
28391100,"Sodium metasilicates",2021,09,"Kilogram",?,"?",
28391910,"Sodium silicate",2021,09,"Kilogram",?,"?",
28391990,"Silicates of sodium, nes",2021,09,"Kilogram",?,"?",
28399000,"Other silicates; commercial alkali metal silicates",2021,09,"Kilogram",?,"?",
28401100,"Anhydrous disodium tetraborate (refined borax)",2021,09,"Kilogram",?,"?",
28401900,"Disodium tetraborate, not anhydrous",2021,09,"Kilogram",?,"?",
28402000,"Other borates, nes",2021,09,"Kilogram",?,"?",
28403000,"Peroxoborates",2021,09,"Kilogram",?,"?",
28413000,"Sodium dichromate                                                                                                                                                              28415000 Other chromates&dichromates, nes; peroxochromates",2021,09,"Kilogram",?,"?",
28415000,"Other chromates and dichromates; peroxochromates",2021,09,"Kilogram",?,"?",
28416100,"Potassium permanganate",2021,09,"Kilogram",?,"?",
28416910,"Lithium manganate",2021,09,"Kilogram",?,"?",
28416990,"Other Manganites, manganates&permanganates",2021,09,"Kilogram",?,"?",
28417010,"Ammonium molybdate",2021,09,"Kilogram",?,"?",
28417090,"Molybdates other than of ammonium",2021,09,"Kilogram",?,"?",
28418010,"Ammonium paratungstate",2021,09,"Kilogram",?,"?",
28418020,"Sodium tungstate",2021,09,"Kilogram",?,"?",
28418030,"Calcium wolframate",2021,09,"Kilogram",?,"?",
28418040,"Ammonium metatungstate",2021,09,"Kilogram",?,"?",
28418090,"Other tungstates, nes",2021,09,"Kilogram",?,"?",
28419000,"Other salts of oxometallic&peroxometallic acids, nes",2021,09,"Kilogram",?,"?",
28421000,"Double or complex silicates",2021,09,"Kilogram",?,"?",
28429011,"Sodium thiocyanate",2021,09,"Kilogram",?,"?",
28429019,"Fulminates, cyanates and thiocyanates,nes",2021,09,"Kilogram",?,"?",
28429020,"Cadmium telluride",2021,09,"Kilogram",?,"?",
28429030,"Lithium nickel cobalt manganese oxide",2021,09,"Kilogram",?,"?",
28429040,"Lithium Iron Phosphate",2021,09,"Kilogram",?,"?",
28429050,"Selenate and selenite",2021,09,"Kilogram",?,"?",
28429060,"Lithium nickel cobalt aluminum oxides",2021,09,"Kilogram",?,"?",
28429090,"Other salts of inorganic acids or peroxoacids (excl. azides)",2021,09,"Kilogram",?,"?",
28431000,"Colloidal precious metals",2021,59,"Gram",?,"?",
28432100,"Silver nitrate",2021,59,"Gram",?,"?",
28432900,"Silver compounds (excl. silver nitrate)",2021,59,"Gram",?,"?",
28433000,"Gold compounds",2021,59,"Gram",?,"?",
28439000,"Other compounds&amalgams of precious metals, nes",2021,59,"Gram",?,"?",
28441000,"Natural U&cmpnds;alloys/dispersions/ceramic prdct/mixt. with U/cmpnds",2021,59,"Gram",63,"Million Bq",
28442000,"U enriched U235;Pu/cmpnds; their alloys/dispersions/ceramic prdct/mixt.",2021,59,"Gram",63,"Million Bq",
28443000,"U depleted U235;Th/cmpnds; their alloys/dispersions/ceramic prdct/mixt.",2021,59,"Gram",63,"Million Bq",
28444010,"Radium&its salts",2021,59,"Gram",63,"Million Bq",
28444020,"Cobalt&its salts",2021,59,"Gram",63,"Million Bq",
28444090,"Radioactive elements/isotopes&alloys/dispersions/ceramic prdct/mixt, nes£»radioactive residues",2021,59,"Gram",63,"Million Bq",
28445000,"Spent fuel elements (cartridges) of nuclear reactors",2021,59,"Gram",?,"?",
28451000,"Heavy water (deuterium oxide)",2021,59,"Gram",?,"?",
28459000,"Other isotopes&their inorg or organic compounds, nes",2021,59,"Gram",?,"?",
28461010,"Cerium oxide",2021,09,"Kilogram",?,"?",
28461020,"Cerium hydroxide",2021,09,"Kilogram",?,"?",
28461030,"Cerium carbonate",2021,09,"Kilogram",?,"?",
28461090,"Cerium compounds, nes",2021,09,"Kilogram",?,"?",
28469011,"Yttrium oxide",2021,09,"Kilogram",?,"?",
28469012,"Lanthanum oxide",2021,09,"Kilogram",?,"?",
28469013,"Neodymium oxide",2021,09,"Kilogram",?,"?",
28469014,"Eurapium oxide",2021,09,"Kilogram",?,"?",
28469015,"Dysprosium oxide",2021,09,"Kilogram",?,"?",
28469016,"Terbium oxide",2021,09,"Kilogram",?,"?",
28469017,"Praseodymium oxide (sesquioxide)",2021,09,"Kilogram",?,"?",
28469019,"Rare-earth oxides other than of cerium, nes",2021,09,"Kilogram",?,"?",
28469021,"Terbium chloride",2021,09,"Kilogram",?,"?",
28469022,"Dysprosium chloride",2021,09,"Kilogram",?,"?",
28469023,"Lanthanum chloride",2021,09,"Kilogram",?,"?",
28469024,"Neodymium chloride",2021,09,"Kilogram",?,"?",
28469025,"Praseodymium chloride",2021,09,"Kilogram",?,"?",
28469026,"Yttrium chloride",2021,09,"Kilogram",?,"?",
28469028,"Mixture of rare-earth chlorides",2021,09,"Kilogram",?,"?",
28469029,"Rare-earth chlorides, nes",2021,09,"Kilogram",?,"?",
28469031,"Terbium fluoride",2021,09,"Kilogram",?,"?",
28469032,"Dysprosium fluoride",2021,09,"Kilogram",?,"?",
28469033,"Lanthanum fluoride",2021,09,"Kilogram",?,"?",
28469034,"Neodymium fluoride",2021,09,"Kilogram",?,"?",
28469035,"Praseodymium fluoride",2021,09,"Kilogram",?,"?",
28469036,"Yttrium fluoride",2021,09,"Kilogram",?,"?",
28469039,"Rare-earth fluorides, nes",2021,09,"Kilogram",?,"?",
28469041,"Lanthanum carbonate",2021,09,"Kilogram",?,"?",
28469042,"Terbium carbonate",2021,09,"Kilogram",?,"?",
28469043,"Dysprosium carbonate",2021,09,"Kilogram",?,"?",
28469044,"Neodymium carbonate",2021,09,"Kilogram",?,"?",
28469045,"Praseodymium carbonate",2021,09,"Kilogram",?,"?",
28469046,"Yttrium carbonate",2021,09,"Kilogram",?,"?",
28469048,"Mixture of rare-earth carbonate",2021,09,"Kilogram",?,"?",
28469049,"Rare-earth carbonate, nes",2021,09,"Kilogram",?,"?",
28469091,"Other compounds of lanthanum",2021,09,"Kilogram",?,"?",
28469092,"Other compounds of neodymium",2021,09,"Kilogram",?,"?",
28469093,"Other compounds of terbium",2021,09,"Kilogram",?,"?",
28469094,"Other compounds of dysprosium",2021,09,"Kilogram",?,"?",
28469095,"Other compounds of praseodymium",2021,09,"Kilogram",?,"?",
28469096,"Other compounds of yttrium",2021,09,"Kilogram",?,"?",
28469099,"Compounds of rare-earth metals or mixture thereof",2021,09,"Kilogram",?,"?",
28470000,"Hydrogen peroxide",2021,09,"Kilogram",?,"?",
28491000,"Carbides of calcium",2021,09,"Kilogram",?,"?",
28492000,"Carbides of silicon",2021,09,"Kilogram",?,"?",
28499010,"Carbides of boron",2021,09,"Kilogram",?,"?",
28499020,"Carbides of tungsten",2021,09,"Kilogram",?,"?",
28499090,"Other carbides, nes",2021,09,"Kilogram",?,"?",
28500011,"Manganese nitride",2021,09,"Kilogram",?,"?",
28500012,"Boron nitride",2021,09,"Kilogram",?,"?",
28500019,"Other Nitride",2021,09,"Kilogram",?,"?",
28500090,"Hydrides,azides,silicides&borides,whether or not chemically defined, other than 2849",2021,09,"Kilogram",?,"?",
28521000,"Compounds of mercury, chemically defined, excl. amalgams",2021,09,"Kilogram",?,"?",
28529000,"Compounds of mercury, not chemically defined, excl. amalgams",2021,09,"Kilogram",?,"?",
28531000,"Cyanogen chloride",2021,09,"Kilogram",?,"?",
28539010,"Distilled water for human consumption",2021,09,"Kilogram",?,"?",
28539030,"Nickel cobalt manganese composite hydroxide",2021,09,"Kilogram",?,"?",
28539040,"Phosphides, whether or not chemically defined, excl. ferrophosphorus",2021,09,"Kilogram",?,"?",
28539050,"Nickel cobalt aluminum composite hydroxide",2021,09,"Kilogram",?,"?",
28539090,"Other inorganic compounds; liquid/compressed air; amalgams",2021,09,"Kilogram",?,"?",
29011000,"Acyclic hydrocarbons, saturated",2021,09,"Kilogram",?,"?",
29012100,"Ethylene",2021,09,"Kilogram",?,"?",
29012200,"Propene (propylene)",2021,09,"Kilogram",?,"?",
29012310,"1-Butene",2021,09,"Kilogram",?,"?",
29012320,"2-Butene",2021,09,"Kilogram",?,"?",
29012330,"2-Methyl-propylene",2021,09,"Kilogram",?,"?",
29012410,"1,3-Butadiene",2021,09,"Kilogram",?,"?",
29012420,"Isoprene",2021,09,"Kilogram",?,"?",
29012910,"Isoamylene",2021,09,"Kilogram",?,"?",
29012920,"Acetylene",2021,09,"Kilogram",?,"?",
29012990,"Unsaturated acyclic hydrocarbons, nes",2021,09,"Kilogram",?,"?",
29021100,"Cyclohexane",2021,09,"Kilogram",?,"?",
29021910,"Pinene",2021,09,"Kilogram",?,"?",
29021920,"4-Alkyl-4'-alkylbicyclohexyl",2021,09,"Kilogram",?,"?",
29021990,"Other cyclanes, cyclenes & cycloterpenes",2021,09,"Kilogram",?,"?",
29022000,"Benzene",2021,09,"Kilogram",?,"?",
29023000,"Toluene",2021,09,"Kilogram",?,"?",
29024100,"o-Xylene",2021,09,"Kilogram",?,"?",
29024200,"m-Xylene",2021,09,"Kilogram",?,"?",
29024300,"p-Xylene",2021,09,"Kilogram",?,"?",
29024400,"Mixed xylene isomers",2021,09,"Kilogram",?,"?",
29025000,"Styrene",2021,09,"Kilogram",?,"?",
29026000,"Ethylbenzene",2021,09,"Kilogram",?,"?",
29027000,"Cumene",2021,09,"Kilogram",?,"?",
29029010,"Tetrahydronaphthalene",2021,09,"Kilogram",?,"?",
29029020,"Naphthalene",2021,09,"Kilogram",?,"?",
29029030,"Dodecyl benzene",2021,09,"Kilogram",?,"?",
29029040,"4-(4'-alkylcyclohexyl)cyclohexylethenyl",2021,09,"Kilogram",?,"?",
29029050,"1-alkyl-(N-4-enyl-1,1'-propylcyclohexyl)benzene",2021,09,"Kilogram",?,"?",
29029090,"Other cyclic hydrocarbons, nes",2021,09,"Kilogram",?,"?",
29031100,"Chloromethane (methyl chloride)&chloroethane (ethyl chloride)",2021,09,"Kilogram",?,"?",
29031200,"Dichloromethane (methylene chloride)",2021,09,"Kilogram",?,"?",
29031300,"Chloroform (trichloromethane)",2021,09,"Kilogram",?,"?",
29031400,"Carbon tetrachloride",2021,09,"Kilogram",?,"?",
29031500,"1,2-Dichloroethane (ISO)",2021,09,"Kilogram",?,"?",
29031910,"1,1,1-Trichloroethane (methyl chloroform)",2021,09,"Kilogram",?,"?",
29031990,"Othr satruatd chlorinatd derivs of acyclic hydrocarbons, nes",2021,09,"Kilogram",?,"?",
29032100,"Vinyl chloride (chloroethylene)",2021,09,"Kilogram",?,"?",
29032200,"Trichloroethylene",2021,09,"Kilogram",?,"?",
29032300,"Tetrachloroethylene (perchloroethylene)",2021,09,"Kilogram",?,"?",
29032910,"3-Chloro-1-propene",2021,09,"Kilogram",?,"?",
29032990,"Unsaturated chlorinated derivatives of acyclic hydrocarbons , nes",2021,09,"Kilogram",?,"?",
29033100,"1,2-dibromoethane (ISO)",2021,09,"Kilogram",?,"?",
29033910,"1,1,3,3,3-Pentafluro-2-trifluromethyl-1-propene",2021,09,"Kilogram",?,"?",
29033990,"Fluorinatd/brominatd/iodinatd derivitives of acyclic hydrocarbons,nes",2021,09,"Kilogram",?,"?",
29037100,"Chlorodifluoromethane",2021,09,"Kilogram",?,"?",
29037200,"Dichlorotrifluoroethanes",2021,09,"Kilogram",?,"?",
29037300,"Dichlorofluoroethanes",2021,09,"Kilogram",?,"?",
29037400,"Chlorodifluoroethanes",2021,09,"Kilogram",?,"?",
29037500,"Dichloropentafluoropropanes",2021,09,"Kilogram",?,"?",
29037600,"Bromochlorodifluoromethane/bromotrifluoromethane/dibromotetrafluoroethanes",2021,09,"Kilogram",?,"?",
29037710,"Trichlorofluoromethane",2021,09,"Kilogram",?,"?",
29037720,"Other perhalogenated derivatives of methane/ethanes/propanes only with fluorine/chlorine",2021,09,"Kilogram",?,"?",
29037790,"Othr derivatives perhalogenated only with F&Cl, nes",2021,09,"Kilogram",?,"?",
29037800,"Other perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens",2021,09,"Kilogram",?,"?",
29037910,"Other halogenated derivatives of methane/ethanes/propanes with only F&Cl",2021,09,"Kilogram",?,"?",
29037990,"Other halogenated derivatives of acyclic hydrocarbons with two or more different halogens",2021,09,"Kilogram",?,"?",
29038100,"1,2,3,4,5,6-Hexachlorocyclohexane,incl. lindane",2021,09,"Kilogram",?,"?",
29038200,"Aldrin,chlordane&heptachlor (ISO)",2021,09,"Kilogram",?,"?",
29038300,"Mirex (ISO)",2021,09,"Kilogram",?,"?",
29038900,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons",2021,09,"Kilogram",?,"?",
29039110,"o-Dichlorobenzene",2021,09,"Kilogram",?,"?",
29039190,"Chlorobenzene&p-dichlorobenzene",2021,09,"Kilogram",?,"?",
29039200,"Hexachlorobenzene&DDT",2021,09,"Kilogram",?,"?",
29039300,"Pentachlorobenzene (ISO)",2021,09,"Kilogram",?,"?",
29039400,"Hexabromobiphenyls",2021,09,"Kilogram",?,"?",
29039910,"P-Chlorotoluene",2021,09,"Kilogram",?,"?",
29039920,"3,4-Dichlorotrifluorotoluene",2021,09,"Kilogram",?,"?",
29039930,"4-(4'-alkylphenyl)-1-(4'-alkylphenyl)-2-fluorobenzene",2021,09,"Kilogram",?,"?",
29039990,"Halogenated derivatives of aromatic hydrocarbons, nes",2021,09,"Kilogram",?,"?",
29041000,"CH derivatives with only sulpho groups, their salts/ethyl esters",2021,09,"Kilogram",?,"?",
29042010,"Nitrobenzene",2021,09,"Kilogram",?,"?",
