"CODES","DESCRIPTION","YEAR","UNIT_1_CODES","UNIT_1_DESCRIPTION","UNIT_2_CODES","UNIT_2_DESCRIPTION",
01064990,"Other insects, not for pure-bred breeding",2015,09,"Kilogram",01,"Number of item",
01069011,"Tadpole and young frogs, for pure-bred breeding",2015,09,"Kilogram",01,"Number of item",
01069019,"Other live animals, for pure-bred breeding",2015,09,"Kilogram",01,"Number of item",
01069090,"Other live animals, not for pure-bred breeding",2015,09,"Kilogram",01,"Number of item",
02011000,"Fresh or chilled bovine carcasses&half carcasses",2015,09,"Kilogram",?,"?",
02012000,"Fresh or chilled unboned bovine meat ( excl. carcasses)",2015,09,"Kilogram",?,"?",
02013000,"Fresh or chilled boneless bovine meat",2015,09,"Kilogram",?,"?",
02021000,"Frozen bovine carcasses&half carcasses",2015,09,"Kilogram",?,"?",
02022000,"Frozen unboned bovine meat (excl. carcasses)",2015,09,"Kilogram",?,"?",
02023000,"Frozen boneless bovine meat",2015,09,"Kilogram",?,"?",
02031110,"Fresh or chilled carcasses&half carcasses of sucking pig",2015,09,"Kilogram",?,"?",
02031190,"Fresh or chilled swine carcasses&half carcasses, nes",2015,09,"Kilogram",?,"?",
02031200,"Fresh or chilled unboned hams, shoulders&cuts thereof of swine",2015,09,"Kilogram",?,"?",
02031900,"Other fresh or chilled swine meat",2015,09,"Kilogram",?,"?",
02032110,"Frozen carcasses&half carcasses of sucking pig",2015,09,"Kilogram",?,"?",
02032190,"Frozen swine carcasses&half carcasses, nes",2015,09,"Kilogram",?,"?",
02032200,"Frozen unboned hams, shoulders&cuts thereof of swine",2015,09,"Kilogram",?,"?",
02032900,"Other frozen swine meat",2015,09,"Kilogram",?,"?",
02041000,"Fresh or chilled lamb carcasses&half carcasses",2015,09,"Kilogram",?,"?",
02042100,"Fresh or chilled sheep carcasses&half carcasses (excl. lamb)",2015,09,"Kilogram",?,"?",
02042200,"Fresh or chilled unboned meat of sheep",2015,09,"Kilogram",?,"?",
02042300,"Fresh or chilled boneless meat of sheep",2015,09,"Kilogram",?,"?",
02043000,"Frozen lamb carcasses&half carcasses",2015,09,"Kilogram",?,"?",
02044100,"Frozen sheep carcasses&half carcasses (excl.lamb)",2015,09,"Kilogram",?,"?",
02044200,"Frozen unboned meat of sheep",2015,09,"Kilogram",?,"?",
02044300,"Frozen boneless meat of sheep",2015,09,"Kilogram",?,"?",
02045000,"Fresh, chilled or frozen goat meat",2015,09,"Kilogram",?,"?",
02050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2015,09,"Kilogram",?,"?",
02061000,"Fresh or chilled edible bovine offal",2015,09,"Kilogram",?,"?",
02062100,"Frozen bovine tongues",2015,09,"Kilogram",?,"?",
02062200,"Frozen bovine livers",2015,09,"Kilogram",?,"?",
02062900,"Frozen edible bovine offal (excl. tongues&livers)",2015,09,"Kilogram",?,"?",
02063000,"Fresh or chilled edible swine offal",2015,09,"Kilogram",?,"?",
02064100,"Frozen swine livers",2015,09,"Kilogram",?,"?",
02064900,"Frozen edible swine offal (excl. livers)",2015,09,"Kilogram",?,"?",
02068000,"Fresh or chilled edible offal of sheep, goats, horses,asses&mules or hinnies",2015,09,"Kilogram",?,"?",
02069000,"Frozen edible offal of sheep, goats, horses,asses&mules or hinnies,",2015,09,"Kilogram",?,"?",
02071100,"Fresh or chilled whole chickens",2015,09,"Kilogram",?,"?",
02071200,"Frozen whole chickens",2015,09,"Kilogram",?,"?",
02071311,"Fresh or chilled cuts of chicken, with bone",2015,09,"Kilogram",?,"?",
02071319,"Fresh or chilled boneless cuts of chicken",2015,09,"Kilogram",?,"?",
02071321,"Fresh or chilled midjoint wing of chicken",2015,09,"Kilogram",?,"?",
02071329,"Fresh or chilled offal of chicken, nes",2015,09,"Kilogram",?,"?",
02071411,"Frozen chicken cuts, with bone",2015,09,"Kilogram",?,"?",
02071419,"Frozen chicken cuts, nes",2015,09,"Kilogram",?,"?",
02071421,"Frozen midjoint wing of chicken",2015,09,"Kilogram",?,"?",
02071422,"Frozen chicken claw",2015,09,"Kilogram",?,"?",
02071429,"Frozen offal of chicken, nes",2015,09,"Kilogram",?,"?",
02072400,"Fresh or chilled whole turkeys",2015,09,"Kilogram",?,"?",
02072500,"Frozen whole turkeys",2015,09,"Kilogram",?,"?",
02072600,"Fresh or chilled cuts&offal of turkeys",2015,09,"Kilogram",?,"?",
02072700,"Frozen cuts&offal of turkeys",2015,09,"Kilogram",?,"?",
02074100,"Fresh or chilled whole ducks",2015,09,"Kilogram",?,"?",
02074200,"Frozen whole ducks",2015,09,"Kilogram",?,"?",
02074300,"Fresh or chilled fatty duck livers",2015,09,"Kilogram",?,"?",
02074400,"Fresh or chilled cuts&offal of ducks",2015,09,"Kilogram",?,"?",
02074500,"Frozen cuts&offal of ducks",2015,09,"Kilogram",?,"?",
02075100,"Fresh or chilled whole geese",2015,09,"Kilogram",?,"?",
02075200,"Frozen whole geese",2015,09,"Kilogram",?,"?",
02075300,"Fresh or chilled fatty goose livers",2015,09,"Kilogram",?,"?",
02075400,"Fresh or chilled cuts&offal of geese",2015,09,"Kilogram",?,"?",
02075500,"Frozen cuts&offal of geese",2015,09,"Kilogram",?,"?",
02076000,"Fresh, chilled or frozen meat&offals of guinea fowls",2015,09,"Kilogram",?,"?",
02081010,"Fresh of chilled meat of rabbits, excl. head",2015,09,"Kilogram",?,"?",
02081020,"Frozen meat of rabbits, excl. head",2015,09,"Kilogram",?,"?",
02081090,"Fresh, chilled or frozen hare meat&edible offal of rabbit/hare",2015,09,"Kilogram",?,"?",
02083000,"Fresh, chilled or frozen meat&edible offal of primates",2015,09,"Kilogram",?,"?",
02084000,"Fresh, chilled or frozen meat&edible offal of subheading 0106.12",2015,09,"Kilogram",?,"?",
02085000,"Fresh, chilled or frozen meat&edible offal of reptiles",2015,09,"Kilogram",?,"?",
02086000,"Fresh, chilled or frozen meat&edible offal of camels&other camelids",2015,09,"Kilogram",?,"?",
02089010,"Fresh, chilled or frozen meat&edible offal of squabs",2015,09,"Kilogram",?,"?",
02089090,"Fresh, chilled or frozen meat&edible offal, nes",2015,09,"Kilogram",?,"?",
02091000,"Pig fat, not extracted, fresh, chilled, frozen,dried or salted",2015,09,"Kilogram",?,"?",
02099000,"Poultry fat, not extracted, fresh, chilled, frozen,dried or salted",2015,09,"Kilogram",?,"?",
02101110,"Unboned swine hams&shoulders, salted, in brine,dried or smoked",2015,09,"Kilogram",?,"?",
02101190,"Cuts of unboned swine hams&shoulders, saltd, in brine, drd or smkd",2015,09,"Kilogram",?,"?",
02101200,"Bellies&cuts thereof of swine, salted, in brine, dried or smoked",2015,09,"Kilogram",?,"?",
02101900,"Meat of swine, salted, in brine,dried or smoked, nes",2015,09,"Kilogram",?,"?",
02102000,"Meat of bovine animals, salted,in brine,dried or smoked",2015,09,"Kilogram",?,"?",
02109100,"Meat/edible offal of primates, saltd/brn/drd/smkd;flours&meals",2015,09,"Kilogram",?,"?",
02109200,"Meat/edible offal of subheading 0106.12, saltd/brn/drd/smkd;flours&meals",2015,09,"Kilogram",?,"?",
02109300,"Meat/edible offal of reptiles, saltd/brn/drd/smkd;flours&meals",2015,09,"Kilogram",?,"?",
02109900,"Other meat/edible offal, nes, saltd/brn/drd/smkd; flours&meals",2015,09,"Kilogram",?,"?",
03011100,"Live ornamental freshwater fish",2015,09,"Kilogram",?,"?",
03011900,"Other live ornamental fish",2015,09,"Kilogram",?,"?",
03019110,"Live trout fry",2015,09,"Kilogram",?,"?",
03019190,"Live trout, excl. fry",2015,09,"Kilogram",?,"?",
03019210,"Live eels fry",2015,09,"Kilogram",?,"?",
03019290,"Live eels, excl. fry",2015,09,"Kilogram",?,"?",
03019310,"Live carps fry",2015,09,"Kilogram",?,"?",
03019390,"Live carps, excl. fry",2015,09,"Kilogram",?,"?",
03019410,"Live fry of Atlantic&Pacific bluefin tunas",2015,09,"Kilogram",?,"?",
03019491,"Live Atlantic bluefin tunas, excl. fry",2015,09,"Kilogram",?,"?",
03019492,"Live Pacific bluefin tunas, excl. fry",2015,09,"Kilogram",?,"?",
03019510,"Live southern bluefin tunas fry",2015,09,"Kilogram",?,"?",
03019590,"Live southern bluefin tunas, excl. fry",2015,09,"Kilogram",?,"?",
03019911,"Live perch fry",2015,09,"Kilogram",?,"?",
03019912,"Live sturgeon fry",2015,09,"Kilogram",?,"?",
03019919,"Other live fry",2015,09,"Kilogram",?,"?",
03019991,"Live tilapia",2015,09,"Kilogram",?,"?",
03019992,"live puffer fish(fugu spp.)",2015,09,"Kilogram",?,"?",
03019993,"Other live carps",2015,09,"Kilogram",?,"?",
03019999,"Live fish nes, excl. Fry",2015,09,"Kilogram",?,"?",
03021100,"Fresh or chilled trout",2015,09,"Kilogram",?,"?",
03021300,"Fresh or chilled Pacific salmon",2015,09,"Kilogram",?,"?",
03021410,"Fresh or chilled Atlantic salmon",2015,09,"Kilogram",?,"?",
03021420,"Fresh or chilled Danube salmon",2015,09,"Kilogram",?,"?",
03021900,"Other fresh or chilled salmonidae",2015,09,"Kilogram",?,"?",
03022100,"Fresh or chilled halibut",2015,09,"Kilogram",?,"?",
03022200,"Fresh or chilled plaice",2015,09,"Kilogram",?,"?",
03022300,"Fresh or chilled sole",2015,09,"Kilogram",?,"?",
03022400,"Fresh or chilled turbots",2015,09,"Kilogram",?,"?",
03022900,"Other fresh or chilled flat fish",2015,09,"Kilogram",?,"?",
03023100,"Fresh or chilled albacore or longfinned tunas",2015,09,"Kilogram",?,"?",
03023200,"Fresh or chilled yellowfin tunas",2015,09,"Kilogram",?,"?",
03023300,"Fresh or chilled skipjack or stripe-bellied bonito",2015,09,"Kilogram",?,"?",
03023400,"Fresh or chilled bigeye tunas",2015,09,"Kilogram",?,"?",
03023510,"Fresh or chilled Atlantic bluefin tunas",2015,09,"Kilogram",?,"?",
03023520,"Fresh or chilled Pacific bluefin tunas",2015,09,"Kilogram",?,"?",
03023600,"Fresh or chilled bluefin tunas",2015,09,"Kilogram",?,"?",
03023900,"Fresh or chilled tunas, nes",2015,09,"Kilogram",?,"?",
03024100,"Fresh or chilled herrings",2015,09,"Kilogram",?,"?",
03024200,"Fresh or chilled anchovies",2015,09,"Kilogram",?,"?",
03024300,"Fresh or chilled sardines,sadinella, brisling or sprats",2015,09,"Kilogram",?,"?",
03024400,"Fresh or chilled mackerel",2015,09,"Kilogram",?,"?",
03024500,"Fresh or chilled jack and horse mackerel",2015,09,"Kilogram",?,"?",
03024600,"Fresh or chilled cobia",2015,09,"Kilogram",?,"?",
03024700,"Fresh or chilled swordfish",2015,09,"Kilogram",?,"?",
03025100,"Fresh or chilled cod",2015,09,"Kilogram",?,"?",
03025200,"Fresh or chilled haddock",2015,09,"Kilogram",?,"?",
03025300,"Fresh or chilled coalsish",2015,09,"Kilogram",?,"?",
03025400,"Fresh or chilled hake",2015,09,"Kilogram",?,"?",
03025500,"Fresh or chilled Alaska pollack",2015,09,"Kilogram",?,"?",
03025600,"Fresh or chilled blue whitings",2015,09,"Kilogram",?,"?",
03025900,"Other fresh or chilled fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03027100,"Fresh or chilled tilapias",2015,09,"Kilogram",?,"?",
03027200,"Fresh or chilled catfish",2015,09,"Kilogram",?,"?",
03027300,"Fresh or chilled carp",2015,09,"Kilogram",?,"?",
03027400,"Fresh or chilled eels",2015,09,"Kilogram",?,"?",
03027900,"Fresh or chilled Nile perch and snakeheads",2015,09,"Kilogram",?,"?",
03028100,"Fresh or chilled dogfish and other sharks",2015,09,"Kilogram",?,"?",
03028200,"Fresh or chilled rays and skates",2015,09,"Kilogram",?,"?",
03028300,"Fresh or chilled toothfish",2015,09,"Kilogram",?,"?",
03028400,"Fresh or chilled seabass",2015,09,"Kilogram",?,"?",
03028500,"Fresh or chilled seabream",2015,09,"Kilogram",?,"?",
03028910,"Fresh or chilled scabber fish",2015,09,"Kilogram",?,"?",
03028920,"Fresh or chilled yellow croaker",2015,09,"Kilogram",?,"?",
03028930,"Fresh or chilled butterfish",2015,09,"Kilogram",?,"?",
03028940,"Fresh or chilled puffer fish",2015,09,"Kilogram",?,"?",
03028990,"Fresh or chilled fish, nes",2015,09,"Kilogram",?,"?",
03029000,"Fresh or chilled fish livers and roes",2015,09,"Kilogram",?,"?",
03031100,"Frozen sockeye salmon",2015,09,"Kilogram",?,"?",
03031200,"Other frozen Pacific salmon",2015,09,"Kilogram",?,"?",
03031300,"Frozen Atlantic salmon and Danube salmon",2015,09,"Kilogram",?,"?",
03031400,"Frozen trout",2015,09,"Kilogram",?,"?",
03031900,"Other frozen salmonidae",2015,09,"Kilogram",?,"?",
03032300,"Frozen tilapias",2015,09,"Kilogram",?,"?",
03032400,"Frozen catfish",2015,09,"Kilogram",?,"?",
03032500,"Frozen carp",2015,09,"Kilogram",?,"?",
03032600,"Frozen eels",2015,09,"Kilogram",?,"?",
03032900,"Frozen Nile perch and snakeheads",2015,09,"Kilogram",?,"?",
03033110,"Frozen greenland halibut",2015,09,"Kilogram",?,"?",
03033190,"Other frozen halibut",2015,09,"Kilogram",?,"?",
03033200,"Frozen plaice",2015,09,"Kilogram",?,"?",
03033300,"Frozen sole",2015,09,"Kilogram",?,"?",
03033400,"Frozen turbots",2015,09,"Kilogram",?,"?",
03033900,"Other frozen flat fish",2015,09,"Kilogram",?,"?",
03034100,"Frozen albacore or longfinned tunas",2015,09,"Kilogram",?,"?",
03034200,"Frozen yellowfin tunas",2015,09,"Kilogram",?,"?",
03034300,"Frozen skipjack or stripe-bellied bonito",2015,09,"Kilogram",?,"?",
03034400,"Frozen bigeye tunas",2015,09,"Kilogram",?,"?",
03034510,"Frozen Atlantic bluefin tunas",2015,09,"Kilogram",?,"?",
03034520,"Frozen Pacific bluefin tunas",2015,09,"Kilogram",?,"?",
03034600,"Frozen southern bluefin tunas",2015,09,"Kilogram",?,"?",
03034900,"Frozen tunas, nes",2015,09,"Kilogram",?,"?",
03035100,"Frozen herrings",2015,09,"Kilogram",?,"?",
03035300,"Frozen sadines, sardinella, brisling or sprats",2015,09,"Kilogram",?,"?",
03035400,"Frozen mackerel",2015,09,"Kilogram",?,"?",
03035500,"Frozen jack and horse mackerel",2015,09,"Kilogram",?,"?",
03035600,"Frozen cobia",2015,09,"Kilogram",?,"?",
03035700,"Frozen swordfish",2015,09,"Kilogram",?,"?",
03036300,"Frozen cod",2015,09,"Kilogram",?,"?",
03036400,"Frozen haddock",2015,09,"Kilogram",?,"?",
03036500,"Frozen coalfish",2015,09,"Kilogram",?,"?",
03036600,"Frozen hake",2015,09,"Kilogram",?,"?",
03036700,"Frozen Alaska Pollack",2015,09,"Kilogram",?,"?",
03036800,"Frozen blue whitings",2015,09,"Kilogram",?,"?",
03036900,"Other frozen fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03038100,"Frozen dogfish and other sharks",2015,09,"Kilogram",?,"?",
03038200,"Frozen rays and skates",2015,09,"Kilogram",?,"?",
03038300,"Frozen toothfish",2015,09,"Kilogram",?,"?",
03038400,"Frozen seabass",2015,09,"Kilogram",?,"?",
03038910,"Frozen scabber fish",2015,09,"Kilogram",?,"?",
03038920,"Frozen yellow croaker",2015,09,"Kilogram",?,"?",
03038930,"Frozen butterfish",2015,09,"Kilogram",?,"?",
03038990,"Frozen fish, nes",2015,09,"Kilogram",?,"?",
03039000,"Frozen fish livers and roes",2015,09,"Kilogram",?,"?",
03043100,"Fresh or chilled fillets of tilapias",2015,09,"Kilogram",?,"?",
03043200,"Fresh or chilled fillets of catfish",2015,09,"Kilogram",?,"?",
03043300,"Fresh or chilled fillets of Nile perch",2015,09,"Kilogram",?,"?",
03043900,"Fresh or chilled fillets of carp,eels and snakeheads",2015,09,"Kilogram",?,"?",
03044100,"Fresh or chilled fillets of Pacific/Altantic/Danude salmon",2015,09,"Kilogram",?,"?",
03044200,"Fresh or chilled fillets of trout",2015,09,"Kilogram",?,"?",
03044300,"Fresh or chilled fillets of flat fish",2015,09,"Kilogram",?,"?",
03044400,"Fresh or chilled fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03044500,"Fresh or chilled fillets of swordfish",2015,09,"Kilogram",?,"?",
03044600,"Fresh or chilled fillets of toothfish",2015,09,"Kilogram",?,"?",
03044900,"Other fresh or chilled fish fillets",2015,09,"Kilogram",?,"?",
03045100,"Fresh or chilled meat of tilapias/catfish/carp/eels/Nile perch/snakeheads",2015,09,"Kilogram",?,"?",
03045200,"Fresh or chilled meat of salmonidae",2015,09,"Kilogram",?,"?",
03045300,"Fresh or chilled meat of fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03045400,"Fresh or chilled meat of swordfish",2015,09,"Kilogram",?,"?",
03045500,"Fresh or chilled meat of toothfish",2015,09,"Kilogram",?,"?",
03045900,"Other fresh or chilled meat of fish",2015,09,"Kilogram",?,"?",
03046100,"Frozen fillets of tilapias",2015,09,"Kilogram",?,"?",
03046211,"Frozen fillets of channel catfish",2015,09,"Kilogram",?,"?",
03046219,"Frozen fillets of other Ictalurus",2015,09,"Kilogram",?,"?",
03046290,"Frozen fillets of other catfish",2015,09,"Kilogram",?,"?",
03046300,"Frozen fillets of Nile perch",2015,09,"Kilogram",?,"?",
03046900,"Frozen fillets of carp/eels/snakeheads",2015,09,"Kilogram",?,"?",
03047100,"Frozen fillets of cod",2015,09,"Kilogram",?,"?",
03047200,"Frozen fillets of haddock",2015,09,"Kilogram",?,"?",
03047300,"Frozen fillets of coalfish",2015,09,"Kilogram",?,"?",
03047400,"Frozen fillets of Hake",2015,09,"Kilogram",?,"?",
03047500,"Frozen fillets of Alaska pollack",2015,09,"Kilogram",?,"?",
03047900,"Frozen fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03048100,"Frozen fillets of Pacific/Atlantic/Danude salmon",2015,09,"Kilogram",?,"?",
03048200,"Frozen fillets of trout",2015,09,"Kilogram",?,"?",
03048300,"Frozen fillets of flat fish",2015,09,"Kilogram",?,"?",
03048400,"Frozen fillets of swordfish",2015,09,"Kilogram",?,"?",
03048500,"Frozen fillets of toothfish",2015,09,"Kilogram",?,"?",
03048600,"Frozen fillets of herrings",2015,09,"Kilogram",?,"?",
03048700,"Frozen fillets of tunas/skipjack/strip-bellied bonito",2015,09,"Kilogram",?,"?",
03048900,"Frozen fillets of other fish",2015,09,"Kilogram",?,"?",
03049100,"Frozen meat of swordfish",2015,09,"Kilogram",?,"?",
03049200,"Frozen meat of toothfish",2015,09,"Kilogram",?,"?",
03049300,"Frozen meat of tilapias/catfish/carp/eels/Nile perch/snakeheads",2015,09,"Kilogram",?,"?",
03049400,"Frozen meat of Alaska pollack",2015,09,"Kilogram",?,"?",
03049500,"Frozen meat of fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03049900,"Frozen meat of other fish",2015,09,"Kilogram",?,"?",
03051000,"Flours, meals&pellets of fish, fit for human consumption",2015,09,"Kilogram",?,"?",
03052000,"Fish livers&roes, dried, smoked, salted or in brine",2015,09,"Kilogram",?,"?",
03053100,"Dried/salted fillets of tilapias/catfish/eels/Nile perch/snakeheads",2015,09,"Kilogram",?,"?",
03053200,"Dried/salted fillets of fish of the families Bregmacerotidae and Euclichthyidae etc.",2015,09,"Kilogram",?,"?",
03053900,"Dried/salted fillets of other fish",2015,09,"Kilogram",?,"?",
03054110,"Smoked Atlantic salmon(excl.offal)",2015,09,"Kilogram",?,"?",
03054120,"Smoked Pacific/Danude salmon(excl.offal)",2015,09,"Kilogram",?,"?",
03054200,"Smoked herrings(excl.offal)",2015,09,"Kilogram",?,"?",
03054300,"Smoked trout(excl.offal)",2015,09,"Kilogram",?,"?",
03054400,"Smoked tilapias/catfish/carp/eels/Nile perch/snakeheads(excl.offal)",2015,09,"Kilogram",?,"?",
03054900,"Other smoked fish(excl.edible offal)",2015,09,"Kilogram",?,"?",
03055100,"Dried cod(excl.offal)",2015,09,"Kilogram",?,"?",
03055910,"Dried pipefish and hippocampi",2015,09,"Kilogram",?,"?",
03055990,"Other dried fish(excl.offal)",2015,09,"Kilogram",?,"?",
03056100,"Salted herrings(excl.offal)",2015,09,"Kilogram",?,"?",
03056200,"Salted cod(excl.offal)",2015,09,"Kilogram",?,"?",
03056300,"Salted anchovies(excl.offal)",2015,09,"Kilogram",?,"?",
03056400,"Salted tilapias/catfish/carp/eels/Nile perch/snakeheads(excl.offal)",2015,09,"Kilogram",?,"?",
03056910,"Salted scabber fish(excl.offal)",2015,09,"Kilogram",?,"?",
03056920,"Salted yellow croaker(excl.offal)",2015,09,"Kilogram",?,"?",
03056930,"Salted butterfish(excl.offal)",2015,09,"Kilogram",?,"?",
03056990,"Salted fish,nes(excl.offal)",2015,09,"Kilogram",?,"?",
03057100,"Shark fins",2015,09,"Kilogram",?,"?",
03057200,"Fish heads, tails and maws",2015,09,"Kilogram",?,"?",
03057900,"Other fish fins and edible offal",2015,09,"Kilogram",?,"?",
03061100,"Frozen rock lobsters and crawfish",2015,09,"Kilogram",?,"?",
03061200,"Frozen lobsters",2015,09,"Kilogram",?,"?",
03061410,"Frozen swimming crabs",2015,09,"Kilogram",?,"?",
03061490,"Other frozen crabs",2015,09,"Kilogram",?,"?",
03061500,"Frozen Norway lobsters",2015,09,"Kilogram",?,"?",
03061611,"Frzen cold-water shelled shrimps",2015,09,"Kilogram",?,"?",
03061612,"Other frozen cold-water northern pandalus",2015,09,"Kilogram",?,"?",
03061619,"Other forzen cold-water shrimps",2015,09,"Kilogram",?,"?",
03061621,"Frozen cold-water shelled prawns",2015,09,"Kilogram",?,"?",
03061629,"Other frozen cold-water prawns",2015,09,"Kilogram",?,"?",
